t,active,counts,b,r
0,0.47412722970404286,1986.3065304437669,0.4821605164258151,0.8425648416719151
0.15791509762773312,0.47411858326911777,1981.2705298275241,0.48217420666402416,0.8423133344719009
0.27114652928716343,0.4741014711750789,1977.6699282976156,0.48218401664364335,0.8421330399822242
0.4239665589603458,0.47406767243166237,1972.8241380813588,0.4821972478831117,0.8418897711255436
0.5999213190341162,0.4740167693147926,1967.264345174193,0.48221246997003114,0.8416097619364387
0.804686609389902,0.4739456850973942,1960.8206232436678,0.4822301681093973,0.8412840217731508
1.0378001387470228,0.4738538475476775,1953.5194212945,0.4822502949914161,0.8409133387577284
1.299787237504875,0.4737413572156285,1945.3577839061982,0.4822728875944955,0.8404969376641053
1.5905179547779973,0.47360919778877125,1936.3548855896856,0.48229792525859116,0.8400350929571608
1.9096392354776142,0.4734587414873705,1926.5381082645254,0.4823253672019229,0.8395284401455559
2.2565350328509948,0.47329147999527127,1915.9439034738307,0.4823551492837428,0.8389780377544651
2.630390896360459,0.47310882113758085,1904.6153901548057,0.48238718978830236,0.8383852631592684
3.0302333047681693,0.4729120043791397,1892.6007545192203,0.48242139302826237,0.8377517485746973
3.4549703164529566,0.4727020918203741,1879.9516433583071,0.4824576530473986,0.837079315048262
3.9034266808778266,0.4724799992939688,1866.7217715750487,0.48249585682629115,0.8363699153909062
4.374374224573596,0.4722465374122992,1852.9657242681271,0.4825358870570413,0.8356255847813618
4.86655798627659,0.47200244645240697,1838.7379411180577,0.48257762452546427,0.8348483983078401
5.378717520163777,0.4717484200134043,1824.0918997383774,0.4826209500513056,0.8340404363662807
5.909604569004357,0.47148511810537014,1809.0794585913327,0.48266574609012153,0.8332037560056147
6.457996776480377,0.47121317298808746,1793.750364146144,0.4827118979712503,0.8323403687252326
7.0227084836996,0.47093319063957884,1778.1518863702966,0.48275929486353,0.8314522230534287
7.602598876909384,0.47064575025292205,1762.3285677621045,0.4828078304945858,0.8305411914630944
8.196577595267247,0.4703514031851345,1746.3220762317856,0.48285740363662716,0.8296090614267909
8.803608570559257,0.4700506719018649,1730.1711337039906,0.48290791842719893,0.8286575293715035
9.422712335794664,0.469744049325102,1713.9115076493422,0.48295928454795206,0.827688197138136
10.052966903720455,0.46943199864697216,1697.576057306902,0.48301141727307745,0.8267025707645037
10.693507732040224,0.46911495355593386,1681.1948157882512,0.48306423743325294,0.825702060761618
11.34352685725067,0.46879331880205194,1664.7951017992923,0.4831176713043025,0.8246879837379841
12.00227141709748,0.46846747106017333,1648.401651540139,0.48317165044091936,0.8236615650125209
12.669041764495766,0.46813775998161344,1632.036762854092,0.4832261114739384,0.822623941886733
13.343189142027335,0.46780450943074725,1615.7204499137015,0.483280995870172,0.8215761676131592
14.024113272811853,0.4674680187781973,1599.4705977212798,0.48333624968516364,0.8205192154970975
14.711259683302835,0.46712856428679045,1583.3031197742198,0.4833918232947613,0.8194539834116307
15.404117151773315,0.46678640045456843,1567.232108054384,0.48344767113827025,0.818381298108855
16.10221490877456,0.4664417614501362,1551.2699839049187,0.4835037514434717,0.8173019199029047
16.805120065341725,0.46609486243929177,1535.4276378471177,0.4835600259724349,0.8162165469838801
17.512435018689448,0.46574590090981066,1519.714564205512,0.4836164597681242,0.8151258197488067
18.223794926135035,0.46539505796147923,1504.138988086077,0.4836730209093581,0.8140303250072634
18.93886532987163,0.46504249950730137,1488.7079832412262,0.48372968028079033,0.8129305999336199
19.65733994996726,0.4646883774015939,1473.4275804329172,0.4837864113592111,0.811827135739646
20.378938381444407,0.4643328305962668,1458.3028723734683,0.4838431899952811,0.8107203814733154
21.103404232792396,0.46397598608030344,1443.3381038582372,0.48389999423309193,0.8096107471186613
21.83050308199383,0.46361795991424054,1428.536760777798,0.4839568041181629,0.8084986069557628
22.56002080675426,0.4632588580623187,1413.9016467084261,0.4840136015375901,0.8073843023275643
23.291761844540236,0.46289877727018325,1399.43495642236,0.4840703700572927,0.8062681444956863
24.025547709399966,0.4625378058059308,1385.1383402972028,0.48412709478178495,0.8051504170858659
