,gene_name,gene_id
3614,Gga3,ENSMUSG00000020740.13
3615,Mrps7,ENSMUSG00000046756.10
3616,Mif4gd,ENSMUSG00000020743.15
3617,Slc25a19,ENSMUSG00000020744.13
3618,Grb2,ENSMUSG00000059923.13
3619,Tmem94,ENSMUSG00000020747.17
3620,Caskin2,ENSMUSG00000034471.12
3621,Tsen54,ENSMUSG00000020781.14
3622,Llgl2,ENSMUSG00000020782.18
3623,Myo15b,ENSMUSG00000034427.17
3624,Recql5,ENSMUSG00000020752.11
3625,Sap30bp,ENSMUSG00000020755.9
3626,Itgb4,ENSMUSG00000020758.15
3627,Galk1,ENSMUSG00000020766.4
3628,H3f3b,ENSMUSG00000016559.14
3629,Unk,ENSMUSG00000020770.13
3630,Unc13d,ENSMUSG00000057948.12
3631,Wbp2,ENSMUSG00000034341.17
3632,Trim47,ENSMUSG00000020773.11
3633,Trim65,ENSMUSG00000054517.9
3634,Mrpl38,ENSMUSG00000020775.13
3635,Fbf1,ENSMUSG00000020776.18
3636,Acox1,ENSMUSG00000020777.16
3637,Ten1,ENSMUSG00000020778.12
3638,Evpl,ENSMUSG00000034282.3
3639,Srp68,ENSMUSG00000020780.15
3640,Galr2,ENSMUSG00000020793.5
3641,Exoc7,ENSMUSG00000020792.15
3642,Foxj1,ENSMUSG00000034227.7
3643,Rnf157,ENSMUSG00000052949.14
3644,Ubald2,ENSMUSG00000050628.6
3645,Qrich2,ENSMUSG00000070331.14
3646,Prpsap1,ENSMUSG00000015869.16
3647,Gm29292,ENSMUSG00000100779.1
3648,Sphk1,ENSMUSG00000061878.15
3649,Ube2o,ENSMUSG00000020802.8
3650,Aanat,ENSMUSG00000020804.12
3651,Rhbdf2,ENSMUSG00000020806.15
3652,Cygb,ENSMUSG00000020810.5
3653,Prcd,ENSMUSG00000075410.13
3654,Snhg16,ENSMUSG00000020812.17
3655,St6galnac2,ENSMUSG00000057286.6
3656,BC018473,ENSMUSG00000056032.12
3657,St6galnac1,ENSMUSG00000009588.9
3658,Mxra7,ENSMUSG00000020814.13
3659,Jmjd6,ENSMUSG00000056962.11
3660,Mettl23,ENSMUSG00000090266.10
3661,Srsf2,ENSMUSG00000034120.18
3662,Mfsd11,ENSMUSG00000020818.16
3663,Mgat5b,ENSMUSG00000043857.16
3664,Gm11728,ENSMUSG00000086902.7
3665,Gm11731,ENSMUSG00000085104.1
3666,Snhg20,ENSMUSG00000086859.4
3667,Gm11730,ENSMUSG00000087057.7
3668,Sec14l1,ENSMUSG00000020823.16
3669,Sept9,ENSMUSG00000059248.13
3670,Gm11729,ENSMUSG00000086588.1
3671,Gm34418,ENSMUSG00000110653.1
3672,Gm11733,ENSMUSG00000069588.3
3673,Gm11734,ENSMUSG00000085419.1
3674,2900041M22Rik,ENSMUSG00000054418.6
3675,Tnrc6c,ENSMUSG00000025571.13
3676,Tmc6,ENSMUSG00000025572.17
3677,Tmc8,ENSMUSG00000050106.17
3678,6030468B19Rik,ENSMUSG00000025573.4
3679,Syngr2,ENSMUSG00000048277.15
3680,Tk1,ENSMUSG00000025574.13
3681,Afmid,ENSMUSG00000017718.15
3682,Birc5,ENSMUSG00000017716.15
3683,Tha1,ENSMUSG00000017713.9
3684,Gm11725,ENSMUSG00000085434.1
3685,Socs3,ENSMUSG00000053113.3
3686,Pgs1,ENSMUSG00000017715.11
3687,Dnah17,ENSMUSG00000033987.16
3688,Cyth1,ENSMUSG00000017132.17
3689,Usp36,ENSMUSG00000033909.17
3690,Timp2,ENSMUSG00000017466.9
3691,Lgals3bp,ENSMUSG00000033880.11
3692,Cant1,ENSMUSG00000025575.14
3693,C1qtnf1,ENSMUSG00000017446.14
3694,Gm11748,ENSMUSG00000087036.1
3695,Engase,ENSMUSG00000033857.12
3696,Rbfox3,ENSMUSG00000025576.17
3697,Gm11750,ENSMUSG00000085059.1
3698,Cbx2,ENSMUSG00000025577.7
3699,Cbx8,ENSMUSG00000025578.9
3700,Cbx4,ENSMUSG00000039989.7
3701,Tbc1d16,ENSMUSG00000039976.4
3702,Ccdc40,ENSMUSG00000039963.20
3703,Gaa,ENSMUSG00000025579.14
3704,Eif4a3,ENSMUSG00000025580.15
3705,Sgsh,ENSMUSG00000005043.13
3706,Slc26a11,ENSMUSG00000039908.14
3707,Rnf213,ENSMUSG00000070327.14
3708,A930037H05Rik,ENSMUSG00000109408.1
3709,Endov,ENSMUSG00000039850.16
3710,Nptx1,ENSMUSG00000025582.4
3711,Rptor,ENSMUSG00000025583.15
3712,Chmp6,ENSMUSG00000025371.12
3713,Gm11767,ENSMUSG00000085207.1
3714,Baiap2,ENSMUSG00000025372.16
3715,Aatk,ENSMUSG00000025375.15
3716,Cep131,ENSMUSG00000039781.14
3717,Tepsin,ENSMUSG00000025377.14
3718,Ndufaf8,ENSMUSG00000078572.3
3719,Slc38a10,ENSMUSG00000061306.16
3720,Gm11769,ENSMUSG00000085636.1
3721,2810410L24Rik,ENSMUSG00000075389.3
3722,Gm11770,ENSMUSG00000086750.1
3723,2900052L18Rik,ENSMUSG00000043993.6
3724,Bahcc1,ENSMUSG00000039741.15
3725,Actg1,ENSMUSG00000062825.15
3726,0610009L18Rik,ENSMUSG00000043644.4
3727,Fscn2,ENSMUSG00000025380.2
3728,Faap100,ENSMUSG00000025384.15
3729,Nploc4,ENSMUSG00000039703.15
3730,Pde6g,ENSMUSG00000025386.2
3731,Oxld1,ENSMUSG00000039670.2
3732,Ccdc137,ENSMUSG00000049957.14
3733,Arl16,ENSMUSG00000057594.12
3734,Hgs,ENSMUSG00000025793.17
3735,Mrpl12,ENSMUSG00000039640.7
3736,Slc25a10,ENSMUSG00000025792.9
3737,Mcrip1,ENSMUSG00000061111.8
3738,Ppp1r27,ENSMUSG00000025129.2
3739,P4hb,ENSMUSG00000025130.11
3740,Arhgdia,ENSMUSG00000025132.13
3741,Alyref,ENSMUSG00000025134.2
3742,Anapc11,ENSMUSG00000025135.12
3743,Npb,ENSMUSG00000044034.11
3744,Pcyt2,ENSMUSG00000025137.15
3745,Sirt7,ENSMUSG00000025138.14
3746,Mafg,ENSMUSG00000051510.13
3747,Pycr1,ENSMUSG00000025140.15
3748,Myadml2,ENSMUSG00000025141.3
3749,Notum,ENSMUSG00000042988.10
3750,Notumos,ENSMUSG00000053613.6
3751,Aspscr1,ENSMUSG00000025142.18
3752,Cenpx,ENSMUSG00000025144.17
3753,Lrrc45,ENSMUSG00000025145.13
3754,Rac3,ENSMUSG00000018012.11
3755,Dcxr,ENSMUSG00000039450.11
3756,Cbr2,ENSMUSG00000025150.10
3757,Hmga1b,ENSMUSG00000078249.5
3758,Rfng,ENSMUSG00000025158.7
3759,Gps1,ENSMUSG00000025156.17
3760,Dus1l,ENSMUSG00000025155.15
3761,Fasn,ENSMUSG00000025153.9
3762,Ccdc57,ENSMUSG00000048445.6
3763,Slc16a3,ENSMUSG00000025161.16
3764,Csnk1d,ENSMUSG00000025162.18
3765,Ogfod3,ENSMUSG00000025169.6
3766,Hexdc,ENSMUSG00000039307.16
3767,Cybc1,ENSMUSG00000039294.14
3768,Narf,ENSMUSG00000000056.7
3769,Foxk2,ENSMUSG00000039275.9
3770,Wdr45b,ENSMUSG00000025173.13
3771,Rab40b,ENSMUSG00000025170.13
3772,Fn3krp,ENSMUSG00000039253.7
3773,Fn3k,ENSMUSG00000025175.12
3774,Tbcd,ENSMUSG00000039230.14
3775,B3gntl1,ENSMUSG00000046605.14
3776,Metrnl,ENSMUSG00000039208.15
3777,Rab10os,ENSMUSG00000079179.9
3778,Rab10,ENSMUSG00000020671.9
3779,Gm26520,ENSMUSG00000097429.1
3780,Kif3c,ENSMUSG00000020668.10
3781,1110002L01Rik,ENSMUSG00000071456.6
3782,Asxl2,ENSMUSG00000037486.18
3783,Dtnb,ENSMUSG00000071454.13
3784,Dnmt3a,ENSMUSG00000020661.15
3785,Pomc,ENSMUSG00000020660.6
3786,Efr3b,ENSMUSG00000020658.10
3787,Dnajc27,ENSMUSG00000020657.16
3788,Adcy3,ENSMUSG00000020654.15
3789,Cenpo,ENSMUSG00000020652.17
3790,Ptrhd1,ENSMUSG00000096199.2
3791,4921501I09Rik,ENSMUSG00000111916.1
3792,Ncoa1,ENSMUSG00000020647.10
3793,2900045O20Rik,ENSMUSG00000111938.1
3794,Gm31938,ENSMUSG00000112422.1
3795,Gm46332,ENSMUSG00000112819.1
3796,Gm48610,ENSMUSG00000112505.1
3797,AC241534.1,ENSMUSG00000118449.1
3798,Itsn2,ENSMUSG00000020640.10
3799,Fam228a,ENSMUSG00000079177.4
3800,Fam228b,ENSMUSG00000050545.10
3801,Pfn4,ENSMUSG00000020639.14
3802,Sf3b6,ENSMUSG00000037361.8
3803,Fkbp1b,ENSMUSG00000020635.8
3804,Wdcp,ENSMUSG00000051721.6
3805,Mfsd2b,ENSMUSG00000037336.14
3806,Ubxn2a,ENSMUSG00000020634.12
3807,Atad2b,ENSMUSG00000052812.5
3808,Klhl29,ENSMUSG00000020627.10
3809,2810032G03Rik,ENSMUSG00000037735.7
3810,Gm32442,ENSMUSG00000112404.1
3811,Gm48619,ENSMUSG00000112454.1
3812,Gm32828,ENSMUSG00000112323.1
3813,Apob,ENSMUSG00000020609.14
3814,Ldah,ENSMUSG00000037669.15
3815,Gm48898,ENSMUSG00000112441.1
3816,Hs1bp3,ENSMUSG00000020605.9
3817,Rhob,ENSMUSG00000054364.5
3818,5033421B08Rik,ENSMUSG00000112276.1
3819,Slc7a15,ENSMUSG00000020600.13
3820,Pum2,ENSMUSG00000020594.14
3821,Gm4755,ENSMUSG00000096940.1
3822,Sdc1,ENSMUSG00000020592.14
3823,Gm47391,ENSMUSG00000112891.1
3824,Laptm4a,ENSMUSG00000020585.4
3825,Matn3,ENSMUSG00000020583.4
3826,Wdr35,ENSMUSG00000066643.12
3827,Ttc32,ENSMUSG00000066637.2
3828,Osr1,ENSMUSG00000048387.8
3829,Nt5c1b,ENSMUSG00000020622.17
3830,Rdh14,ENSMUSG00000020621.6
3831,Kcns3,ENSMUSG00000043673.11
3832,Gen1,ENSMUSG00000051235.10
3833,Smc6,ENSMUSG00000020608.7
3834,Vsnl1,ENSMUSG00000054459.8
3835,4930511A02Rik,ENSMUSG00000097841.2
3836,Rad51ap2,ENSMUSG00000086022.1
3837,Gm47808,ENSMUSG00000113226.1
3838,Fam49a,ENSMUSG00000020589.17
3839,4930519A11Rik,ENSMUSG00000097627.2
3840,Mycn,ENSMUSG00000037169.15
3841,Ddx1,ENSMUSG00000037149.10
3842,Nbas,ENSMUSG00000020576.10
3843,Gm35725,ENSMUSG00000113666.1
3844,Lratd1,ENSMUSG00000020607.7
3845,Trib2,ENSMUSG00000020601.8
3846,Gm5432,ENSMUSG00000097580.1
3847,Gm48584,ENSMUSG00000113739.1
3848,Gm36235,ENSMUSG00000113930.1
3849,Gm36372,ENSMUSG00000113975.1
3850,Gm48606,ENSMUSG00000113586.1
3851,Lpin1,ENSMUSG00000020593.16
3852,Ntsr2,ENSMUSG00000020591.11
3853,Greb1,ENSMUSG00000036523.16
3854,E2f6,ENSMUSG00000057469.8
3855,Rock2,ENSMUSG00000020580.10
3856,Pqlc3,ENSMUSG00000045679.14
3857,2410004P03Rik,ENSMUSG00000071398.8
3858,Kcnf1,ENSMUSG00000051726.6
3859,Pdia6,ENSMUSG00000020571.12
3860,Atp6v1c2,ENSMUSG00000020566.19
3861,Gm46336,ENSMUSG00000114024.1
3862,Nol10,ENSMUSG00000061458.9
3863,Gm36752,ENSMUSG00000113246.1
3864,Odc1,ENSMUSG00000011179.8
3865,Gm48313,ENSMUSG00000114062.1
3866,Hpcal1,ENSMUSG00000071379.2
3867,5730507C01Rik,ENSMUSG00000073197.9
3868,Gm40849,ENSMUSG00000114188.1
3869,Gm49957,ENSMUSG00000073184.4
3870,Gm5784,ENSMUSG00000093908.2
3871,Gm49769,ENSMUSG00000116775.1
3872,Gm49371,ENSMUSG00000113300.1
3873,Gm10479,ENSMUSG00000116606.1
3874,Gm49698,ENSMUSG00000116537.1
3875,Gm48693,ENSMUSG00000113157.2
3876,Gm49700,ENSMUSG00000116883.1
3877,Asap2,ENSMUSG00000052632.16
3878,Gm30124,ENSMUSG00000116627.1
3879,Itgb1bp1,ENSMUSG00000062352.14
3880,Cpsf3,ENSMUSG00000054309.9
3881,Iah1,ENSMUSG00000062054.7
3882,Adam17,ENSMUSG00000052593.16
3883,Gm49586,ENSMUSG00000116819.1
3884,Ywhaq,ENSMUSG00000076432.13
3885,Gm4419,ENSMUSG00000097055.2
3886,Gm4425,ENSMUSG00000093846.1
3887,2410018L13Rik,ENSMUSG00000073164.11
3888,9030624G23Rik,ENSMUSG00000073158.4
3889,Taf1b,ENSMUSG00000059669.8
3890,Grhl1,ENSMUSG00000020656.16
3891,Klf11,ENSMUSG00000020653.12
3892,Cys1,ENSMUSG00000062563.15
3893,Rrm2,ENSMUSG00000020649.11
3894,2900060N12Rik,ENSMUSG00000113621.1
3895,Mboat2,ENSMUSG00000020646.17
3896,Gm36236,ENSMUSG00000113774.1
3897,Kidins220,ENSMUSG00000036333.11
3898,Gm47701,ENSMUSG00000114148.1
3899,Id2,ENSMUSG00000020644.9
3900,Gm17746,ENSMUSG00000112937.1
3901,Gm36287,ENSMUSG00000113587.1
3902,Gm47713,ENSMUSG00000114105.1
3903,Gm36723,ENSMUSG00000113669.1
3904,Rnf144a,ENSMUSG00000020642.13
3905,Rsad2,ENSMUSG00000020641.16
3906,Cmpk2,ENSMUSG00000020638.8
3907,Gm9866,ENSMUSG00000094002.3
3908,Sox11,ENSMUSG00000063632.6
3909,Gm47872,ENSMUSG00000113235.1
3910,Colec11,ENSMUSG00000036655.8
3911,Rps7,ENSMUSG00000061477.4
3912,Rnaseh1,ENSMUSG00000020630.9
3913,Adi1,ENSMUSG00000020629.12
3914,Trappc12,ENSMUSG00000020628.16
3915,Eipr1,ENSMUSG00000036613.8
3916,Gm31508,ENSMUSG00000113387.1
3917,Gm31333,ENSMUSG00000113986.1
3918,Gm20208,ENSMUSG00000112390.1
3919,Myt1l,ENSMUSG00000061911.15
3920,Pxdn,ENSMUSG00000020674.17
3921,Tpo,ENSMUSG00000020673.14
3922,Sntg2,ENSMUSG00000020672.14
3923,2310016D03Rik,ENSMUSG00000102098.1
3924,Tmem18,ENSMUSG00000043061.10
3925,Acp1,ENSMUSG00000044573.16
3926,Sh3yl1,ENSMUSG00000020669.15
3927,Fam110c,ENSMUSG00000036136.9
3928,Gm32443,ENSMUSG00000112876.1
3929,Lamb1,ENSMUSG00000002900.16
3930,Dld,ENSMUSG00000020664.10
3931,Slc26a3,ENSMUSG00000001225.12
3932,Cbll1,ENSMUSG00000020659.16
3933,Slc26a4,ENSMUSG00000020651.8
3934,Bcap29,ENSMUSG00000020650.15
3935,Dus4l,ENSMUSG00000020648.3
3936,Cog5,ENSMUSG00000035933.5
3937,Gpr22,ENSMUSG00000044067.7
3938,Hbp1,ENSMUSG00000002996.17
3939,Prkar2b,ENSMUSG00000002997.15
3940,Gm33111,ENSMUSG00000112569.1
3941,Pik3cg,ENSMUSG00000020573.17
3942,Ccdc71l,ENSMUSG00000090946.3
3943,Nampt,ENSMUSG00000020572.8
3944,Gm47948,ENSMUSG00000112166.1
3945,4933406C10Rik,ENSMUSG00000097494.7
3946,Sypl,ENSMUSG00000020570.15
3947,Cdhr3,ENSMUSG00000035860.9
3948,F730043M19Rik,ENSMUSG00000052125.16
3949,Atxn7l1,ENSMUSG00000020564.17
3950,Efcab10,ENSMUSG00000020562.7
3951,Twistnb,ENSMUSG00000020561.8
3952,Twist1,ENSMUSG00000035799.6
3953,Hdac9,ENSMUSG00000004698.10
3954,Prps1l1,ENSMUSG00000092305.1
3955,Snx13,ENSMUSG00000020590.16
3956,Ahr,ENSMUSG00000019256.17
3957,Gm48236,ENSMUSG00000113741.1
3958,9130015A21Rik,ENSMUSG00000113985.1
3959,Agr3,ENSMUSG00000036231.5
3960,Tspan13,ENSMUSG00000020577.17
3961,Bzw2,ENSMUSG00000020547.5
3962,Ankmy2,ENSMUSG00000036188.4
3963,Lrrc72,ENSMUSG00000020545.14
3964,Sostdc1,ENSMUSG00000036169.6
3965,D630036H23Rik,ENSMUSG00000091007.1
3966,Crppa,ENSMUSG00000043153.6
3967,Gm48613,ENSMUSG00000113507.1
3968,Gm48617,ENSMUSG00000113764.1
3969,Meox2,ENSMUSG00000036144.6
3970,Agmo,ENSMUSG00000050103.18
3971,Dgkb,ENSMUSG00000036095.11
3972,Etv1,ENSMUSG00000004151.17
3973,Gm34611,ENSMUSG00000113933.1
3974,Gm34923,ENSMUSG00000113343.1
3975,Arl4a,ENSMUSG00000047446.18
3976,Arl4aos,ENSMUSG00000086315.1
3977,Scin,ENSMUSG00000002565.16
3978,Lsmem1,ENSMUSG00000071342.5
3979,Gm17056,ENSMUSG00000090387.1
3980,Ifrd1,ENSMUSG00000001627.12
3981,Gm7008,ENSMUSG00000035983.4
3982,Zfp277,ENSMUSG00000055917.15
3983,Dock4,ENSMUSG00000035954.10
3984,Immp2l,ENSMUSG00000056899.10
3985,Lrrn3,ENSMUSG00000036295.5
3986,Dnajb9,ENSMUSG00000014905.4
3987,Gm47096,ENSMUSG00000112547.1
3988,Pnpla8,ENSMUSG00000036257.15
3989,Nrcam,ENSMUSG00000020598.16
3990,Stxbp6,ENSMUSG00000046314.16
3991,Gm48508,ENSMUSG00000112112.1
3992,Gm9921,ENSMUSG00000092404.2
3993,Gm33680,ENSMUSG00000112054.1
3994,Gm48535,ENSMUSG00000112174.1
3995,B230217J21Rik,ENSMUSG00000112410.1
3996,Nova1,ENSMUSG00000021047.7
3997,Gm34304,ENSMUSG00000112763.1
3998,Foxg1,ENSMUSG00000020950.10
3999,3110039M20Rik,ENSMUSG00000104861.1
4000,1810007C17Rik,ENSMUSG00000100844.1
4001,Gm40418,ENSMUSG00000112353.1
4002,Prkd1,ENSMUSG00000002688.8
4003,Gm40421,ENSMUSG00000112685.1
4004,G2e3,ENSMUSG00000035293.13
4005,Scfd1,ENSMUSG00000020952.10
4006,Coch,ENSMUSG00000020953.17
4007,Strn3,ENSMUSG00000020954.16
4008,Ap4s1,ENSMUSG00000020955.9
4009,Hectd1,ENSMUSG00000035247.16
4010,Heatr5a,ENSMUSG00000035181.6
4011,Dtd2,ENSMUSG00000020956.14
4012,Nubpl,ENSMUSG00000035142.18
4013,Gm47431,ENSMUSG00000112139.1
4014,Gm35135,ENSMUSG00000111982.1
4015,Gm35188,ENSMUSG00000112437.1
4016,Arhgap5,ENSMUSG00000035133.9
4017,Akap6,ENSMUSG00000061603.8
4018,Npas3,ENSMUSG00000021010.8
4019,Egln3,ENSMUSG00000035105.5
4020,Gm10465,ENSMUSG00000113947.1
4021,Sptssa,ENSMUSG00000044408.7
4022,Gm40884,ENSMUSG00000113096.1
4023,Eapp,ENSMUSG00000054302.15
4024,Snx6,ENSMUSG00000005656.9
4025,Cfl2,ENSMUSG00000062929.8
4026,1700081N11Rik,ENSMUSG00000113209.1
4027,Baz1a,ENSMUSG00000035021.13
4028,2700097O09Rik,ENSMUSG00000062198.5
4029,Srp54a,ENSMUSG00000073079.6
4030,Fam177a,ENSMUSG00000095595.2
4031,Srp54b,ENSMUSG00000112449.1
4032,Srp54c,ENSMUSG00000079108.6
4033,Ppp2r3c,ENSMUSG00000021022.9
4034,Prorp,ENSMUSG00000021023.14
4035,Psma6,ENSMUSG00000021024.14
4036,Nfkbia,ENSMUSG00000021025.8
4037,Gm36634,ENSMUSG00000112348.1
4038,Insm2,ENSMUSG00000045440.4
4039,Ralgapa1,ENSMUSG00000021027.17
4040,Brms1l,ENSMUSG00000012076.8
4041,Mbip,ENSMUSG00000021028.8
4042,Sfta3-ps,ENSMUSG00000112343.1
4043,Nkx2-1,ENSMUSG00000001496.15
4044,Gm26973,ENSMUSG00000098172.7
4045,Nkx2-9,ENSMUSG00000058669.7
4046,Pax9,ENSMUSG00000001497.18
4047,Slc25a21,ENSMUSG00000035472.14
4048,Prps1l3,ENSMUSG00000079104.4
4049,Mipol1,ENSMUSG00000047022.18
4050,Sstr1,ENSMUSG00000035431.4
4051,Clec14a,ENSMUSG00000045930.3
4052,Gm17529,ENSMUSG00000097443.2
4053,Sec23a,ENSMUSG00000020986.13
4054,Gemin2,ENSMUSG00000060121.15
4055,Trappc6b,ENSMUSG00000020993.9
4056,Pnn,ENSMUSG00000020994.5
4057,Mia2,ENSMUSG00000021000.17
4058,Fbxo33,ENSMUSG00000035329.7
4059,Gm20063,ENSMUSG00000113429.1
4060,Lrfn5,ENSMUSG00000035653.16
4061,Gm527,ENSMUSG00000047227.5
4062,Klhl28,ENSMUSG00000020948.9
4063,Togaram1,ENSMUSG00000035614.11
4064,Prpf39,ENSMUSG00000035597.19
4065,Fkbp3,ENSMUSG00000020949.9
4066,Fancm,ENSMUSG00000055884.8
4067,Mis18bp1,ENSMUSG00000047534.17
4068,Rpl10l,ENSMUSG00000060499.7
4069,Mdga2,ENSMUSG00000034912.17
4070,Gm47518,ENSMUSG00000113716.1
4071,Gm31447,ENSMUSG00000113158.1
4072,Rps29,ENSMUSG00000034892.8
4073,Lrr1,ENSMUSG00000034883.9
4074,Rpl36al,ENSMUSG00000049751.6
4075,Mgat2,ENSMUSG00000043998.10
4076,Dnaaf2,ENSMUSG00000020973.7
4077,9330151L19Rik,ENSMUSG00000097061.2
4078,Pole2,ENSMUSG00000020974.6
4079,Gm47545,ENSMUSG00000113190.1
4080,Klhdc1,ENSMUSG00000051890.13
4081,Klhdc2,ENSMUSG00000020978.10
4082,Nemf,ENSMUSG00000020982.9
4083,Gm9887,ENSMUSG00000052673.2
4084,Arf6,ENSMUSG00000044147.8
4085,Vcpkmt,ENSMUSG00000049882.10
4086,Sos2,ENSMUSG00000034801.13
4087,L2hgdh,ENSMUSG00000020988.9
4088,Dmac2l,ENSMUSG00000054894.6
4089,Cdkl1,ENSMUSG00000020990.5
4090,4930512B01Rik,ENSMUSG00000020992.5
4091,Map4k5,ENSMUSG00000034761.15
4092,Atl1,ENSMUSG00000021066.9
4093,Sav1,ENSMUSG00000021067.8
4094,Nin,ENSMUSG00000021068.16
4095,Abhd12b,ENSMUSG00000090121.10
4096,Pygl,ENSMUSG00000021069.17
4097,F730035M05Rik,ENSMUSG00000085298.2
4098,Trim9,ENSMUSG00000021071.16
4099,Gm32151,ENSMUSG00000112945.1
4100,Tmx1,ENSMUSG00000021072.12
4101,Gm32219,ENSMUSG00000113302.1
4102,Frmd6,ENSMUSG00000048285.9
4103,Gm10457,ENSMUSG00000113707.1
4104,Actr10,ENSMUSG00000021076.6
4105,Psma3,ENSMUSG00000060073.9
4106,3110056K07Rik,ENSMUSG00000085622.9
4107,Arid4a,ENSMUSG00000048118.17
4108,Tomm20l,ENSMUSG00000021078.5
4109,Timm9,ENSMUSG00000021079.16
4110,2700049A03Rik,ENSMUSG00000034601.17
4111,Dact1,ENSMUSG00000044548.11
4112,4930404H11Rik,ENSMUSG00000113630.1
4113,9630002D21Rik,ENSMUSG00000114028.1
4114,Daam1,ENSMUSG00000034574.10
4115,Gpr135,ENSMUSG00000043398.5
4116,L3hypdh,ENSMUSG00000019718.8
4117,Jkamp,ENSMUSG00000005078.16
4118,Ccdc175,ENSMUSG00000021086.5
4119,Rtn1,ENSMUSG00000021087.18
4120,Lrrc9,ENSMUSG00000021090.16
4121,Pcnx4,ENSMUSG00000034501.7
4122,Gm4756,ENSMUSG00000109482.2
4123,Dhrs7,ENSMUSG00000021094.10
4124,Ppm1a,ENSMUSG00000021096.11
4125,Gm33785,ENSMUSG00000113779.1
4126,4930447C04Rik,ENSMUSG00000021098.14
4127,Six1,ENSMUSG00000051367.8
4128,Six4,ENSMUSG00000034460.9
4129,Mnat1,ENSMUSG00000021103.12
4130,Trmt5,ENSMUSG00000034442.11
4131,Slc38a6,ENSMUSG00000044712.15
4132,Gm48653,ENSMUSG00000113425.1
4133,D830013O20Rik,ENSMUSG00000056359.6
4134,2210039B01Rik,ENSMUSG00000113800.1
4135,Prkch,ENSMUSG00000021108.18
4136,Gm15283,ENSMUSG00000087700.2
4137,Hif1a,ENSMUSG00000021109.13
4138,Snapc1,ENSMUSG00000021113.5
4139,Syt16,ENSMUSG00000044912.11
4140,Dbpht2,ENSMUSG00000029878.6
4141,Gm34552,ENSMUSG00000113031.1
4142,Gm39473,ENSMUSG00000113845.1
4143,4930442G10Rik,ENSMUSG00000113974.1
4144,Kcnh5,ENSMUSG00000034402.3
4145,Rhoj,ENSMUSG00000046768.13
4146,Ppp2r5e,ENSMUSG00000021051.10
4147,Wdr89,ENSMUSG00000045690.8
4148,Sgpp1,ENSMUSG00000021054.6
4149,Syne2,ENSMUSG00000063450.14
4150,Esr2,ENSMUSG00000021055.14
4151,Gm47525,ENSMUSG00000112274.1
4152,Mthfd1,ENSMUSG00000021048.7
4153,Akap5,ENSMUSG00000021057.15
4154,Zbtb25,ENSMUSG00000056459.14
4155,Zbtb1,ENSMUSG00000033454.6
4156,4930426I24Rik,ENSMUSG00000097323.2
4157,Hspa2,ENSMUSG00000059970.7
4158,Ppp1r36,ENSMUSG00000052221.8
4159,Gm10451,ENSMUSG00000073000.3
4160,Plekhg3,ENSMUSG00000052609.9
4161,AI463170,ENSMUSG00000112388.1
4162,Sptb,ENSMUSG00000021061.15
4163,Churc1,ENSMUSG00000090258.7
4164,Fntb,ENSMUSG00000033373.16
4165,Rab15,ENSMUSG00000021062.15
4166,Max,ENSMUSG00000059436.13
4167,Gm35189,ENSMUSG00000112030.1
4168,9530018F02Rik,ENSMUSG00000112150.1
4169,Fut8,ENSMUSG00000021065.16
4170,Gm6657,ENSMUSG00000099418.3
4171,Gm48226,ENSMUSG00000112302.1
4172,Gphn,ENSMUSG00000047454.12
4173,Fam71d,ENSMUSG00000056987.8
4174,Mpp5,ENSMUSG00000021112.9
4175,Atp6v1d,ENSMUSG00000021114.9
4176,Eif2s1,ENSMUSG00000021116.10
4177,Plek2,ENSMUSG00000021118.7
4178,Tmem229b,ENSMUSG00000046157.13
4179,Plekhh1,ENSMUSG00000060716.7
4180,Pigh,ENSMUSG00000021120.11
4181,9230116L04Rik,ENSMUSG00000112489.1
4182,Arg2,ENSMUSG00000021125.6
4183,Gm48780,ENSMUSG00000111929.1
4184,Vti1b,ENSMUSG00000021124.13
4185,Rdh11,ENSMUSG00000066441.14
4186,Rdh12,ENSMUSG00000021123.12
4187,Zfyve26,ENSMUSG00000066440.5
4188,Rad51b,ENSMUSG00000059060.15
4189,9430078K24Rik,ENSMUSG00000112765.1
4190,Gm36660,ENSMUSG00000111933.1
4191,Zfp36l1,ENSMUSG00000021127.7
4192,1300014J16Rik,ENSMUSG00000112545.1
4193,2310015A10Rik,ENSMUSG00000097729.2
4194,Actn1,ENSMUSG00000015143.15
4195,Gm47767,ENSMUSG00000112852.1
4196,Gm47766,ENSMUSG00000112336.1
4197,Dcaf5,ENSMUSG00000049106.7
4198,Exd2,ENSMUSG00000032705.9
4199,Gm26777,ENSMUSG00000097801.1
4200,Galnt16,ENSMUSG00000021130.8
4201,Erh,ENSMUSG00000021131.14
4202,Slc39a9,ENSMUSG00000048833.9
4203,Plekhd1os,ENSMUSG00000044062.7
4204,Plekhd1,ENSMUSG00000066438.6
4205,Ccdc177,ENSMUSG00000062961.7
4206,Gm47941,ENSMUSG00000112093.1
4207,Susd6,ENSMUSG00000021133.9
4208,Gm20337,ENSMUSG00000112880.1
4209,Srsf5,ENSMUSG00000021134.17
4210,Slc10a1,ENSMUSG00000021135.8
4211,Smoc1,ENSMUSG00000021136.13
4212,Slc8a3,ENSMUSG00000079055.10
4213,Cox16,ENSMUSG00000091803.7
4214,Gm28370,ENSMUSG00000099478.1
